WeatherPy_Database.csv,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
1075,Manjacaze,-24.7117,33.8828,90.1,45,88,5.46,MZ,
1076,Hualmay,-11.0964,-77.6139,70.18,77,100,2.15,PE,
1077,Grindavik,63.8424,-22.4338,33.8,60,20,16.11,IS,
1078,Kalakamati,-20.5929,27.3121,80.6,69,75,8.05,BW,
1079,Orsta,62.2029,6.1272,21.99,68,0,7.0,NO,
1080,Whitehorse,60.7161,-135.0538,-11.2,77,75,4.61,CA,
1081,Ossora,59.2353,163.0719,24.94,96,100,39.5,RU,
1082,Port Blair,11.6667,92.75,82.58,67,26,10.71,IN,
1083,Behbahan,30.5959,50.2417,68.0,60,75,13.8,IR,
1084,Vanimo,-2.6741,141.3028,78.69,84,100,4.32,PG,
1085,Gornyy,55.1153,83.9059,33.12,95,99,20.98,RU,
1086,Manthani,18.65,79.6667,89.22,18,39,7.34,IN,
1087,Fourmies,50.0153,4.0478,34.0,98,100,1.01,FR,
1088,Miracema Do Tocantins,-9.5618,-48.3967,72.36,92,100,3.27,BR,
1089,Bouca,6.5105,18.2733,93.87,11,32,6.8,CF,
1090,Itarema,-2.9248,-39.9167,77.36,85,14,8.46,BR,
1091,Darab,28.7519,54.5444,64.69,33,39,13.29,IR,
1092,Lure,47.75,6.5,42.8,93,75,6.91,FR,
1093,Chicama,-7.8447,-79.1469,71.76,68,97,3.13,PE,
1094,Muleba,-1.8397,31.6544,78.8,65,75,5.75,TZ,
1095,Leshukonskoye,64.8989,45.7622,-13.14,86,98,10.96,RU,
1096,Brae,60.3964,-1.353,33.8,55,75,14.97,GB,
1097,Maningrida,-12.0667,134.2667,79.99,81,100,11.12,AU,
1098,Oni,42.5794,43.4425,41.16,75,100,3.83,GE,
1099,Roma,43.2128,-75.4557,10.4,67,1,10.36,US,
1100,Taywarah,33.35,64.4167,48.83,38,0,7.9,AF,
1101,Ajdabiya,30.7554,20.2263,69.31,31,100,16.02,LY,
1102,Hazorasp,41.3194,61.0742,53.6,66,0,11.5,UZ,
1103,Moroto,2.5345,34.6666,85.05,19,1,11.43,UG,
1104,Aasiaat,68.7098,-52.8699,20.64,87,0,19.33,GL,
1105,Taoudenni,22.6783,-3.9836,65.3,27,7,13.69,ML,
1106,Bayangol,50.6977,103.4656,5.43,91,4,2.08,RU,
1107,Seoul,37.5683,126.9778,41.0,25,0,13.8,KR,
1108,Cockburn Town,21.4612,-71.1419,77.43,79,82,21.5,TC,
1109,Luganville,-15.5333,167.1667,79.47,72,51,6.82,VU,
1110,Senneterre,48.3835,-77.2328,6.8,92,90,8.05,CA,
1111,Kargopol,61.5071,38.9456,-6.25,88,19,8.68,RU,
1112,Ribeira Brava,32.65,-17.0667,59.0,81,85,4.0,PT,
1113,Ugoofaaru,5.6667,73.0,81.95,73,72,11.1,MV,
1114,Malumfashi,11.7853,7.6218,79.61,15,16,11.56,NG,
1115,Ewa Beach,21.3156,-158.0072,66.2,68,1,5.75,US,
1116,Kearney,40.6995,-99.0815,5.0,92,90,11.5,US,
1117,Huarmey,-10.0681,-78.1522,70.93,73,100,3.13,PE,
1118,Saint George,37.1041,-113.5841,37.4,44,1,2.48,US,
1119,Deniliquin,-35.5333,144.9667,66.0,53,38,3.0,AU,
1120,Dalianwan,39.0286,121.695,28.4,37,0,11.18,CN,
1121,Marystown,47.1666,-55.1483,32.0,88,84,32.93,CA,
1122,Leh,34.1667,77.5833,23.18,69,0,1.21,IN,
1123,Dauphin,51.1494,-100.0502,-29.2,62,1,10.36,CA,
1124,Cedral,23.8,-100.7333,53.49,85,28,10.8,MX,
1125,Powell River,49.8496,-124.5361,39.2,65,1,11.5,CA,
1126,Cayenne,4.9333,-52.3333,77.0,100,75,1.14,GF,
1127,Galesong,-5.3166,119.3661,86.0,70,20,6.91,ID,
1128,Ubinskoye,55.3068,79.6802,21.36,94,83,23.24,RU,
1129,Glenwood Springs,39.5505,-107.3248,28.0,67,90,6.89,US,
1130,Hobyo,5.3505,48.5268,83.08,59,6,19.53,SO,
1131,Teguise,29.0605,-13.564,60.8,72,75,4.61,ES,
1132,Mehamn,71.0357,27.8492,23.65,93,100,20.13,NO,
1133,Bontang,0.1333,117.5,82.18,76,100,6.11,ID,
1134,Quipapa,-8.8278,-36.0117,73.27,79,91,6.96,BR,
1135,Kodinsk,58.6881,99.1844,27.75,97,98,5.17,RU,
1136,Luderitz,-26.6481,15.1594,81.79,34,0,27.31,NA,
1137,Codrington,-38.2667,141.9667,55.96,74,27,11.41,AU,
1138,Makushino,55.2103,67.2442,7.59,91,100,24.83,RU,
1139,Vaini,-21.2,-175.2,78.8,94,75,10.36,TO,
1140,Nishihara,26.1842,127.7558,66.2,52,20,8.05,JP,
1141,Rikitea,-23.1203,-134.9692,77.11,74,49,11.3,PF,
1142,Ushuaia,-54.8,-68.3,44.6,76,40,9.22,AR,
1143,Hermanus,-34.4187,19.2345,69.01,81,99,3.0,ZA,
1144,Mount Isa,-20.7333,139.5,82.4,74,100,9.22,AU,
1145,Antalaha,-14.9003,50.2788,84.94,63,47,7.4,MG,
1146,Honiara,-9.4333,159.95,78.78,82,100,6.44,SB,
1147,West Wendover,40.7391,-114.0733,48.2,20,1,12.66,US,
1148,Yantal,56.8471,105.2542,22.15,95,100,10.11,RU,
1149,Punta Arenas,-53.15,-70.9167,42.8,87,0,5.75,CL,
1150,Kapaa,22.0752,-159.319,62.6,77,90,8.05,US,
1151,Taksimo,56.3444,114.8794,-8.07,85,100,1.23,RU,
1152,Mlonggo,-6.5333,110.7,80.6,89,75,9.22,ID,
1153,Asau,46.4333,26.4,28.99,74,98,4.52,RO,
1154,Methoni,36.8197,21.7049,62.6,67,20,11.48,GR,
1155,Clyde River,70.4692,-68.5914,-4.0,92,90,2.3,CA,
1156,Cape Town,-33.9258,18.4232,73.4,53,20,21.85,ZA,
1157,Goderich,43.7501,-81.7165,19.4,79,100,13.8,CA,
1158,Fare,-16.7,-151.0167,81.77,76,15,12.88,PF,
1159,Busselton,-33.65,115.3333,62.01,93,100,3.0,AU,
1160,Leningradskiy,69.3833,178.4167,-11.61,72,11,4.72,RU,
1161,Bluff,-46.6,168.3333,57.06,89,88,6.6,NZ,
1162,Mataura,-46.1927,168.8643,56.1,92,58,2.59,NZ,
1163,Puerto Ayora,-0.7393,-90.3518,75.99,96,43,1.99,EC,
1164,Albany,42.6001,-73.9662,19.0,55,100,0.87,US,
1165,Bethel,41.3712,-73.414,28.0,79,1,3.42,US,
1166,Brooks,50.5834,-111.8851,-13.0,84,100,5.75,CA,
1167,Teya,60.3778,92.6267,32.38,95,100,7.92,RU,
1168,Araucaria,-25.5931,-49.4103,61.0,100,75,4.61,BR,
1169,Dubrovka,53.6907,33.5071,6.8,72,20,11.18,RU,
1170,Enumclaw,47.2043,-121.9915,44.01,80,100,11.01,US,
1171,Hobart,-42.8794,147.3294,59.0,47,20,16.11,AU,
1172,Oriximina,-1.7656,-55.8661,74.86,91,100,1.97,BR,
1173,Carnarvon,-24.8667,113.6333,86.0,100,40,11.5,AU,
1174,Radchenko,56.6803,36.3718,8.98,93,98,11.14,RU,
1175,Lenauheim,45.8719,20.7994,54.0,100,0,9.22,RO,
1176,Alofi,-19.0595,-169.9187,78.8,94,100,4.61,NU,
1177,Victoria,22.2855,114.1577,78.01,36,0,10.36,HK,
1178,Henties Bay,-22.116,14.2845,66.99,87,90,5.99,NA,
1179,Jamestown,42.097,-79.2353,17.6,53,75,4.61,US,
1180,Jetalsar,21.7,70.5833,86.0,22,0,7.36,IN,
1181,Sokolo,14.7328,-6.1219,75.45,21,100,19.51,ML,
1182,San Patricio,28.017,-97.5169,55.4,71,1,4.61,US,
1183,East London,-33.0153,27.9116,77.0,65,20,11.5,ZA,
1184,Shush,32.1942,48.2436,64.67,66,100,9.69,IR,
1185,Maldonado,-34.6667,-54.9167,63.0,100,20,2.3,UY,
1186,Bambous Virieux,-20.3428,57.7575,87.8,62,40,14.97,MU,
1187,Imeni Poliny Osipenko,52.4201,136.4853,3.99,92,100,12.48,RU,
1188,Cozumel,20.5083,-86.9458,78.01,92,62,10.98,MX,
1189,Arraial Do Cabo,-22.9661,-42.0278,73.4,83,75,6.91,BR,
1190,Lebu,-37.6167,-73.65,56.79,93,75,3.65,CL,
1191,Flin Flon,54.7682,-101.865,-37.26,79,19,8.14,CA,
1192,Svetlaya,46.5389,138.3297,4.98,86,45,11.01,RU,
1193,Paragould,36.0584,-90.4973,30.2,80,90,9.22,US,
1194,Nanortalik,60.1432,-45.2371,32.23,89,67,4.09,GL,
1195,Nhulunbuy,-12.2333,136.7667,78.8,89,95,9.22,AU,
1196,Parga,39.2831,20.3964,60.8,82,20,9.22,GR,
1197,Komsomolskiy,40.4272,71.7189,53.6,37,83,6.91,UZ,
1198,Fairfield,41.2668,-73.3162,32.0,69,1,5.75,US,
1199,Lorengau,-2.0226,147.2712,82.33,80,81,6.93,PG,
1200,Hilo,19.7297,-155.09,68.0,73,75,4.61,US,
1201,Mar Del Plata,-38.0023,-57.5575,66.0,82,75,5.75,AR,
1202,Neftcala,39.3742,49.2472,60.71,40,0,12.15,AZ,
1203,Dikson,73.5069,80.5464,-27.11,87,91,9.6,RU,
1204,Yellowknife,62.456,-114.3525,-45.99,73,1,4.61,CA,
1205,Mount Gambier,-37.8333,140.7667,60.8,63,90,16.11,AU,
1206,Port Hedland,-20.3167,118.5667,87.8,58,0,17.27,AU,
1207,Severo-Kurilsk,50.6789,156.125,23.41,93,100,27.07,RU,
1208,Mogadishu,2.0371,45.3438,84.2,58,40,20.71,SO,
1209,Tuktoyaktuk,69.4541,-133.0374,-15.59,87,100,16.69,CA,
1210,Belmonte,-15.8631,-38.8828,77.0,88,75,5.75,BR,
1211,Lavrentiya,65.5833,-171.0,-12.46,78,0,4.68,RU,
1212,Hun,29.1268,15.9477,77.54,16,100,17.27,LY,
1213,Quatre Cocos,-20.2078,57.7625,87.8,62,40,14.97,MU,
1214,Ribeira Grande,38.5167,-28.7,60.8,88,20,12.66,PT,
1215,Nara,34.6851,135.8049,53.6,54,40,11.5,JP,
1216,Sao Filipe,14.8961,-24.4956,69.19,71,19,14.74,CV,
1217,Simpang,-1.2667,104.0833,83.25,68,100,7.18,ID,
1218,Barrow,71.2906,-156.7887,-7.6,77,75,12.66,US,
1219,Husavik,66.0449,-17.3389,33.8,75,75,3.44,IS,
1220,Georgetown,5.4112,100.3354,89.6,58,20,10.36,MY,
1221,Atuona,-9.8,-139.0333,79.32,76,70,21.85,PF,
1222,Eshowe,-28.8865,31.4699,82.36,66,62,11.77,ZA,
1223,Saskylakh,71.9167,114.0833,-38.94,78,25,11.12,RU,
1224,Avarua,-21.2078,-159.775,78.8,83,6,3.44,CK,
1225,Tabas,33.5959,56.9244,69.8,14,0,2.3,IR,
1226,Corinto,37.9407,22.9573,63.0,49,75,1.99,GR,
1227,Nikolskoye,59.7035,30.7861,14.0,85,75,15.66,RU,
1228,Khatanga,71.9667,102.5,-31.59,79,0,8.55,RU,
1229,Vao,-22.6667,167.4833,77.95,87,0,11.18,NC,
1230,Marawi,7.9986,124.2928,78.01,91,100,1.01,PH,
1231,Port Elizabeth,-33.918,25.5701,78.8,61,40,24.16,ZA,
1232,Nehe,48.4833,124.8333,-4.81,88,0,5.32,CN,
1233,Baft,29.234,56.6057,53.8,34,56,9.1,IR,
1234,Narsaq,60.9167,-46.05,41.0,30,75,44.87,GL,
1235,Patti,31.2808,74.8572,71.6,52,0,6.91,IN,
1236,Ust-Kuyga,70.0167,135.6,-29.31,82,32,4.76,RU,
1237,Haines Junction,60.7522,-137.5108,-18.4,69,95,1.14,CA,
1238,Perdoes,-21.0908,-45.0914,62.08,89,100,5.46,BR,
1239,Ponta Do Sol,32.6667,-17.1,59.0,63,88,1.01,PT,
1240,Okha,53.5739,142.9478,7.29,94,100,20.07,RU,
1241,Muros,42.7762,-9.0603,44.01,94,100,1.01,ES,
1242,Qostanay,53.1667,63.5833,10.4,67,0,35.79,KZ,
1243,Isangel,-19.55,169.2667,79.43,76,75,4.41,VU,
1244,Tucuman,-26.8241,-65.2226,66.2,88,0,5.75,AR,
1245,Ambilobe,-13.2,49.05,87.3,65,99,5.61,MG,
1246,Bredasdorp,-34.5322,20.0403,69.8,64,100,8.05,ZA,
1247,Huangzhou,30.45,114.8,50.0,100,90,4.47,CN,
1248,Aklavik,68.2191,-135.0107,-13.0,77,100,5.75,CA,
1249,Berlevag,70.8578,29.0864,24.15,93,100,21.16,NO,
1250,Athabasca,54.7169,-113.2854,-40.0,66,0,2.3,CA,
1251,Port Alfred,-33.5906,26.891,75.99,76,41,5.01,ZA,
1252,Terrak,65.087,12.3715,24.8,68,0,4.61,NO,
1253,Olawa,50.9466,17.2926,21.99,81,100,5.01,PL,
1254,Yeppoon,-23.1333,150.7333,87.8,58,95,12.66,AU,
1255,Monster,52.0258,4.175,26.01,93,75,25.32,NL,
1256,Ossipee,43.6854,-71.1167,15.01,76,92,2.3,US,
1257,Kodiak,57.79,-152.4072,23.0,68,1,6.91,US,
1258,Bonavista,48.6499,-53.1147,32.0,74,0,11.5,CA,
1259,Salamiyah,35.0113,37.0532,64.56,47,0,11.72,SY,
1260,Ayan,56.45,138.1667,-3.41,80,100,19.71,RU,
1261,Beringovskiy,63.05,179.3167,-6.97,91,99,12.91,RU,
1262,Starokozache,46.3372,29.9853,28.0,86,90,11.18,UA,
1263,Nelson Bay,-32.7167,152.15,73.4,83,0,10.36,AU,
1264,Inhambane,-23.865,35.3833,89.6,58,40,4.61,MZ,
1265,New Norfolk,-42.7826,147.0587,57.99,54,4,1.01,AU,
1266,Nome,64.5011,-165.4064,10.4,85,90,3.49,US,
1267,Hofn,64.2539,-15.2082,34.14,90,100,16.33,IS,
1268,Bengkulu,-3.8004,102.2655,85.26,68,100,12.3,ID,
1269,Mahebourg,-20.4081,57.7,87.8,62,40,14.97,MU,
1270,Wachtersbach,50.2551,9.2956,37.0,93,100,10.94,DE,
1271,Grand Gaube,-20.0064,57.6608,84.99,72,44,10.0,MU,
1272,Chokurdakh,70.6333,147.9167,-27.78,84,0,4.74,RU,
1273,Pisco,-13.7,-76.2167,71.6,83,100,0.87,PE,
1274,Akyab,20.15,92.9,81.27,41,0,21.21,MM,
1275,Bonnyville,54.2668,-110.735,-32.8,75,1,2.51,CA,
1276,Bathsheba,13.2167,-59.5167,78.8,69,75,20.71,BB,
1277,Kloulklubed,7.0419,134.2556,80.6,89,90,6.91,PW,
1278,Eyl,7.9803,49.8164,85.28,47,35,19.13,SO,
1279,Bakchar,57.0186,82.0711,32.72,94,95,17.83,RU,
1280,Sao Jose Da Coroa Grande,-8.8978,-35.1478,80.13,76,43,8.86,BR,
1281,Tasiilaq,65.6145,-37.6368,32.0,55,20,17.27,GL,
1282,Cabo San Lucas,22.8909,-109.9124,57.99,72,53,4.18,MX,
1283,Valparaiso,-33.0393,-71.6273,60.8,88,90,3.44,CL,
1284,Unguia,8.0434,-77.0945,75.61,89,100,1.66,CO,
1285,Gambissara,13.2382,-14.3108,77.38,19,4,12.41,SN,
1286,Xingyi,24.1877,102.817,50.16,92,100,2.3,CN,
1287,Priladozhskiy,59.85,31.4833,14.0,48,100,10.83,RU,
1288,Cidreira,-30.1811,-50.2056,67.19,79,0,10.89,BR,
1289,Vardo,70.3705,31.1107,25.32,93,100,25.19,NO,
1290,Ketchikan,55.3422,-131.6461,32.0,74,1,14.97,US,
1291,Padang,-0.9492,100.3543,91.4,55,20,8.05,ID,
1292,Olafsvik,64.8945,-23.7142,33.33,85,0,14.38,IS,
1293,Vila Franca Do Campo,37.7167,-25.4333,60.01,94,75,24.16,PT,
1294,Kampene,-3.6,26.6667,81.45,79,62,2.06,CD,
1295,Saint-Pierre,-21.3393,55.4781,87.8,62,0,10.36,RE,
1296,Kawalu,-7.3817,108.2082,75.85,88,96,1.48,ID,
1297,Beaverlodge,55.2166,-119.4361,-41.8,66,75,5.75,CA,
1298,Ulaangom,49.9811,92.0667,-1.28,91,95,0.74,MN,
1299,Saint-Augustin,51.226,-58.6502,26.04,95,100,19.01,CA,
1300,Coihaique,-45.5752,-72.0662,50.0,76,0,3.44,CL,
1301,Qaanaaq,77.484,-69.3632,10.24,90,100,1.92,GL,
1302,Gigmoto,13.7796,124.39,79.41,84,83,13.29,PH,
1303,Katsuura,35.1333,140.3,53.6,82,40,5.75,JP,
1304,Upernavik,72.7868,-56.1549,21.7,80,100,6.31,GL,
1305,Norman Wells,65.282,-126.8329,-20.2,76,75,16.11,CA,
1306,Acheng,45.5454,126.977,3.2,72,0,6.71,CN,
1307,Talnakh,69.4865,88.3972,-27.83,71,0,2.89,RU,
1308,Dingle,10.9995,122.6711,77.38,88,49,10.33,PH,
1309,Ponta Delgada,37.7333,-25.6667,60.01,94,75,24.16,PT,
1310,Butaritari,3.0707,172.7902,81.37,81,57,18.43,KI,
1311,Kutum,14.2,24.6667,71.55,20,24,14.81,SD,
1312,Hithadhoo,-0.6,73.0833,82.74,70,60,10.94,MV,
1313,Tarifa,36.0139,-5.607,55.4,82,20,20.71,ES,
1314,Reconquista,-29.15,-59.65,62.33,74,0,5.23,AR,
1315,Manta,-0.95,-80.7333,77.0,88,90,4.61,EC,
1316,Avera,33.194,-82.5271,39.2,94,90,4.61,US,
1317,Dandong,40.1292,124.3947,20.75,84,0,15.48,CN,
1318,Bambui,-20.0064,-45.9769,68.41,90,79,2.26,BR,
1319,Goure,13.9835,10.2704,75.99,15,51,8.01,NE,
1320,Xam Nua,20.4197,104.0439,71.94,63,69,3.4,LA,
1321,Savannah Bight,16.45,-85.85,79.0,90,0,3.0,HN,
1322,College,64.8569,-147.8028,-4.0,71,75,2.21,US,
1323,Eregli,37.5133,34.0467,61.81,29,0,3.04,TR,
1324,Akdepe,42.0551,59.3788,53.6,66,0,11.5,TM,
1325,Kaitangata,-46.2817,169.8464,61.0,90,31,3.0,NZ,
1326,Nemuro,43.3236,145.575,17.6,73,75,6.91,JP,
1327,Selishche,56.8879,33.2691,9.82,94,100,10.02,RU,
1328,Luzhou,28.8724,105.4405,65.66,39,83,3.98,CN,
1329,Lompoc,34.6391,-120.4579,55.0,100,90,4.61,US,
1330,Gohpur,26.8833,93.6333,80.6,41,20,3.44,IN,
1331,Geraldton,-28.7667,114.6,73.4,73,75,19.57,AU,
1332,Weligama,5.9667,80.4167,84.51,68,41,3.51,LK,
1333,Salalah,17.0151,54.0924,78.8,53,75,11.5,OM,
1334,Kamiiso,41.8167,140.65,24.8,58,40,19.57,JP,
1335,Flinders,-34.5833,150.8552,72.0,76,33,1.01,AU,
1336,Ilhabela,-23.7781,-45.3581,72.88,80,52,3.18,BR,
1337,Kihei,20.785,-156.4656,64.99,77,20,5.19,US,
1338,Bubaque,11.2833,-15.8333,74.91,49,25,18.81,GW,
1339,Sitka,57.0531,-135.33,28.4,74,75,4.61,US,
1340,Wakkanai,45.4094,141.6739,6.8,85,20,4.61,JP,
1341,Kosa,59.9445,54.9977,-8.1,89,100,8.37,RU,
1342,Yerbogachen,61.2767,108.0108,12.92,96,100,7.63,RU,
1343,Bedesa,8.9,40.7833,67.66,54,88,4.07,ET,
1344,Surt,31.2089,16.5887,72.72,26,100,15.99,LY,
1345,Faanui,-16.4833,-151.75,82.04,73,23,11.83,PF,
1346,Naze,28.3667,129.4833,60.8,67,20,4.61,JP,
1347,Rio Grande,-32.035,-52.0986,66.0,97,4,6.02,BR,
1348,Hami,42.8,93.45,42.91,53,0,4.38,CN,
1349,Ust-Ilimsk,58.0006,102.6619,26.76,97,100,7.67,RU,
1350,Provideniya,64.3833,-173.3,-4.22,79,0,13.29,RU,
1351,Beloha,-25.1667,45.05,89.28,54,74,7.85,MG,
1352,Hokitika,-42.7167,170.9667,58.77,85,0,2.06,NZ,
1353,Petrolina,-9.3986,-40.5008,77.0,78,0,3.44,BR,
1354,Shimorskoye,55.3244,42.0267,1.27,90,99,11.32,RU,
1355,Serov,59.6033,60.5787,-8.95,91,100,5.77,RU,
1356,Eastbourne,50.7687,0.2845,34.0,93,100,4.0,GB,
1357,Awjilah,29.1081,21.2869,74.86,22,60,13.67,LY,
1358,Milkovo,54.7167,158.6167,22.93,96,100,6.13,RU,
1359,Broome,42.2506,-75.833,19.4,45,1,6.91,US,
1360,China,25.7,-99.2333,58.1,37,0,3.04,MX,
1361,Sambava,-14.2667,50.1667,85.03,64,72,8.32,MG,
1362,Ancud,-41.8697,-73.8203,51.01,81,0,3.44,CL,
1363,Anadyr,64.75,177.4833,-7.01,71,0,4.47,RU,
1364,Fortuna,40.5982,-124.1573,46.99,100,90,4.34,US,
1365,Mandalgovi,45.7625,106.2708,16.34,80,0,9.35,MN,
1366,Esmeralda,21.8525,-78.1169,69.8,100,0,4.61,CU,
1367,Hammerfest,70.6634,23.6821,24.8,86,75,20.71,NO,
1368,Elesbao Veloso,-6.2019,-42.1403,75.11,79,77,1.52,BR,
1369,Sistranda,63.7256,8.834,21.2,93,40,9.22,NO,
1370,Glendive,47.1053,-104.7125,-9.4,70,90,16.11,US,
1371,Rawson,-43.3002,-65.1023,57.16,64,100,11.81,AR,
1372,Kavieng,-2.5744,150.7967,83.59,75,50,8.52,PG,
1373,Brownsville,25.9018,-97.4975,55.4,94,90,3.44,US,
1374,Casa Nova,-9.4167,-41.1333,77.0,78,0,3.44,BR,
1375,Yulara,-25.2406,130.9889,96.8,15,0,12.66,AU,
1376,Marzuq,14.4,46.4667,78.22,22,50,8.46,YE,
1377,Cabatuan,10.8794,122.486,77.45,86,45,12.86,PH,
1378,Klyuchi,52.2667,79.1667,27.09,93,34,18.61,RU,
1379,Guerrero Negro,27.9769,-114.0611,56.44,71,1,2.57,MX,
1380,Desbiens,48.4178,-71.9495,14.0,72,20,6.91,CA,
1381,Westport,41.1415,-73.3579,33.01,69,1,5.75,US,
1382,Kousseri,12.0769,15.0306,80.6,12,31,11.5,CM,
1383,Tyup,42.7276,78.3648,36.66,79,93,3.47,KG,
1384,Tiksi,71.6872,128.8694,-26.77,84,100,6.6,RU,
1385,Eydhafushi,5.1033,73.0708,81.63,75,19,12.75,MV,
1386,Emerald,-23.5333,148.1667,84.99,89,96,6.91,AU,
1387,Mana,5.6592,-53.7767,76.08,89,99,10.69,GF,
1388,Vytegra,61.0064,36.4481,-0.38,88,17,8.14,RU,
1389,Airai,-8.9266,125.4092,63.82,100,98,1.36,TL,
